product_id,sku,name,brand,variant,category,origin,weight_kg,price_eur,in_stock,rating,num_reviews,is_food,calories_per_100g,protein_g_per_100g,sugar_g_per_100g,fat_g_per_100g,carbs_g_per_100g,fiber_g_per_100g,sodium_mg_per_100g
147,SKU-000147,OceanFresh Veal Cutlet Natural,OceanFresh,Natural,Meat & Seafood,Italy,0.41,14.42,Yes,3.2,274,Yes,253.3,24.8,0.2,16.3,0.1,0.0,861.0
148,SKU-000148,ScribblePro Highlighters Light,ScribblePro,Light,Stationery & Office,Australia,0.28,2.28,Yes,4.0,4380,No,,,,,,,
149,SKU-000149,ScribblePro Envelope Original,ScribblePro,Original,Stationery & Office,Netherlands,1.61,7.19,Yes,4.7,1633,No,,,,,,,
150,SKU-000150,RadiantSelf Baby Wipes Premium,RadiantSelf,Premium,Personal Care & Beauty,Netherlands,0.58,30.72,Yes,4.6,2698,No,,,,,,,
151,SKU-000151,PureSip Energy Drink Organic,PureSip,Organic,Beverages,Italy,1.91,15.08,Yes,3.6,3205,Yes,4.5,1.8,8.8,1.7,1.4,1.2,1039.0
152,SKU-000152,NaturalPantry Nutmeg Extra Large,NaturalPantry,Extra Large,Pantry & Dry Goods,South Africa,3.15,48.34,Yes,4.4,2996,Yes,821.7,22.2,68.8,58.9,43.2,8.3,579.0
153,SKU-000153,SnackHouse Pistachios Premium,SnackHouse,Premium,Snacks & Confectionery,France,0.08,0.91,Yes,3.6,3374,Yes,598.5,11.2,34.3,33.1,12.8,9.6,32.0
154,SKU-000154,SnackHouse Dates Multipack,SnackHouse,Multipack,Snacks & Confectionery,Colombia,0.07,1.61,Yes,3.8,4169,Yes,504.2,14.5,6.3,51.5,4.6,3.7,872.0
155,SKU-000155,CrunchTime Jelly Beans Low Fat,CrunchTime,Low Fat,Snacks & Confectionery,Germany,0.83,3.64,Yes,4.8,1393,Yes,513.9,12.4,44.8,38.7,11.7,8.9,96.0
156,SKU-000156,QuickFreeze Frozen Corn Light,QuickFreeze,Light,Frozen Foods,Brazil,1.39,19.01,No,3.7,436,Yes,311.4,11.8,6.8,14.0,12.1,0.8,781.0
157,SKU-000157,OceanFresh Crab Classic,OceanFresh,Classic,Meat & Seafood,Colombia,1.89,72.59,Yes,3.5,768,Yes,106.5,26.7,0.5,3.8,3.4,0.2,586.0
158,SKU-000158,OfficeElite Index Cards Economy,OfficeElite,Economy,Stationery & Office,Australia,0.78,19.61,No,3.1,4401,No,,,,,,,
159,SKU-000159,GoldenEgg Mascarpone Extra Large,GoldenEgg,Extra Large,Dairy & Eggs,Peru,0.88,2.4,Yes,2.6,3112,Yes,360.0,6.7,4.2,16.4,31.5,6.5,518.0
160,SKU-000160,BabyBliss Baby Puree (Apple) Multipack,BabyBliss,Multipack,Baby & Toddler,France,1.15,27.47,Yes,3.5,2382,No,,,,,,,
161,SKU-000161,PharmaPlus Melatonin Sugar Free,PharmaPlus,Sugar Free,Health & Pharmacy,Brazil,0.39,65.15,No,3.8,2028,No,,,,,,,
162,SKU-000162,PantryPro Oregano Organic,PantryPro,Organic,Pantry & Dry Goods,Mexico,4.8,22.02,Yes,4.9,2396,Yes,477.5,19.1,60.2,48.1,1.6,0.4,1052.0
163,SKU-000163,PureTouch Nail Polish Remover Original,PureTouch,Original,Personal Care & Beauty,Colombia,0.1,7.43,No,3.6,2899,No,,,,,,,
164,SKU-000164,BabyBliss Baby Teething Biscuits Original,BabyBliss,Original,Baby & Toddler,UK,1.66,26.93,Yes,2.8,2700,No,,,,,,,
165,SKU-000165,PureTouch Face Mask Reduced Sugar,PureTouch,Reduced Sugar,Personal Care & Beauty,New Zealand,0.64,34.01,Yes,3.5,1585,No,,,,,,,
166,SKU-000166,GlobalTable Turmeric Reduced Sugar,GlobalTable,Reduced Sugar,Pantry & Dry Goods,Spain,0.79,16.0,Yes,3.3,3690,Yes,457.7,13.8,60.9,45.5,3.9,2.1,400.0
167,SKU-000167,HomePure Window Cleaner Low Fat,HomePure,Low Fat,Household & Cleaning,Thailand,4.5,3.04,No,4.5,2220,No,,,,,,,
168,SKU-000168,HomeCook Thyme Low Fat,HomeCook,Low Fat,Pantry & Dry Goods,Canada,3.65,89.17,No,4.5,1293,Yes,673.7,3.3,67.2,99.2,4.7,2.8,1072.0
169,SKU-000169,WriteRight Sticky Notes Economy,WriteRight,Economy,Stationery & Office,Thailand,0.74,20.46,Yes,3.5,777,No,,,,,,,
170,SKU-000170,FreshFarm Leek Natural,FreshFarm,Natural,Fruits & Vegetables,Canada,0.53,1.34,Yes,3.5,4753,Yes,76.6,2.4,6.5,1.4,9.9,5.4,385.0
171,SKU-000171,FurFriends Pet Toothbrush Gluten Free,FurFriends,Gluten Free,Pet Supplies,Netherlands,8.23,43.5,Yes,3.2,3165,No,,,,,,,
172,SKU-000172,KitchenEssentials Curry Powder Classic,KitchenEssentials,Classic,Pantry & Dry Goods,Japan,4.95,84.62,Yes,3.9,3865,Yes,639.1,12.9,13.4,5.4,110.7,0.8,706.0
173,SKU-000173,GoldenEgg Parmesan Premium,GoldenEgg,Premium,Dairy & Eggs,Brazil,0.84,10.45,Yes,4.2,2557,Yes,72.2,8.1,1.2,16.6,3.8,2.7,1062.0
174,SKU-000174,VoltEdge Screen Protector Organic,VoltEdge,Organic,Electronics & Batteries,Greece,0.2,43.4,Yes,2.7,1423,No,,,,,,,
175,SKU-000175,PaperCraft Desk Organizer Family Pack,PaperCraft,Family Pack,Stationery & Office,Canada,0.48,9.22,Yes,4.1,909,No,,,,,,,
176,SKU-000176,NutraNat Magnesium Low Fat,NutraNat,Low Fat,Health & Pharmacy,Netherlands,0.37,2.48,Yes,2.7,2658,No,,,,,,,
177,SKU-000177,ClearSpring Cola Economy,ClearSpring,Economy,Beverages,Spain,0.73,4.75,Yes,3.7,1373,Yes,56.3,3.8,8.5,0.2,0.1,0.0,739.0
178,SKU-000178,TreatStreet Caramels Light,TreatStreet,Light,Snacks & Confectionery,Canada,0.08,2.21,Yes,3.1,1044,Yes,508.4,5.8,13.9,33.7,1.4,1.3,768.0
179,SKU-000179,ScribblePro Folder Sugar Free,ScribblePro,Sugar Free,Stationery & Office,New Zealand,1.18,2.44,Yes,3.9,4879,No,,,,,,,
180,SKU-000180,FreshHome Dryer Sheets Low Fat,FreshHome,Low Fat,Household & Cleaning,USA,3.11,4.17,Yes,4.1,2174,No,,,,,,,
181,SKU-000181,PrimeCut Rabbit Leg Gluten Free,PrimeCut,Gluten Free,Meat & Seafood,USA,0.32,8.58,Yes,4.6,1325,Yes,269.1,20.9,0.0,8.9,13.2,8.1,267.0
182,SKU-000182,SparkleKing Broom Multipack,SparkleKing,Multipack,Household & Cleaning,Greece,3.27,17.37,No,2.7,235,No,,,,,,,
183,SKU-000183,KitchenEssentials Lentils Reduced Sugar,KitchenEssentials,Reduced Sugar,Pantry & Dry Goods,Canada,3.88,93.79,Yes,3.4,342,Yes,97.6,21.3,1.8,17.0,4.0,0.9,1141.0
184,SKU-000184,ScribblePro Folder Sugar Free,ScribblePro,Sugar Free,Stationery & Office,South Africa,0.25,3.47,Yes,2.9,447,No,,,,,,,
185,SKU-000185,NaturBeauty Aftershave Light,NaturBeauty,Light,Personal Care & Beauty,Poland,0.14,15.43,Yes,3.1,4626,No,,,,,,,
186,SKU-000186,PantryPro Flour (Whole Wheat) Original,PantryPro,Original,Pantry & Dry Goods,Germany,0.95,2.81,Yes,5.0,1410,Yes,277.2,9.6,26.1,85.1,4.8,1.4,1079.0
187,SKU-000187,ClearSpring Sparkling Water Vegan,ClearSpring,Vegan,Beverages,South Africa,1.62,9.21,Yes,4.9,4535,Yes,46.9,3.0,1.0,0.4,7.3,0.9,489.0
188,SKU-000188,GreenLeaf Strawberry Classic,GreenLeaf,Classic,Fruits & Vegetables,South Africa,1.32,1.48,No,3.2,4023,Yes,70.2,2.2,6.7,0.9,3.5,0.9,536.0
189,SKU-000189,GoldenCrust Cornbread Low Fat,GoldenCrust,Low Fat,Bakery & Bread,France,1.23,4.23,Yes,4.2,651,Yes,348.9,7.5,4.5,13.4,14.5,7.8,1037.0
190,SKU-000190,FreshFarm Grapes Extra Large,FreshFarm,Extra Large,Fruits & Vegetables,UK,1.96,6.94,Yes,2.7,4326,Yes,19.2,0.5,3.8,0.8,1.1,0.9,679.0
191,SKU-000191,TenderCare Baby Teething Biscuits Original,TenderCare,Original,Baby & Toddler,Netherlands,1.12,33.64,Yes,4.2,4115,No,,,,,,,
192,SKU-000192,NaturBeauty Tampons Original,NaturBeauty,Original,Personal Care & Beauty,Greece,0.44,30.71,Yes,3.2,1074,No,,,,,,,
193,SKU-000193,FlowDrink Herbal Infusion Light,FlowDrink,Light,Beverages,Peru,1.06,3.17,Yes,5.0,1860,Yes,43.4,1.0,8.0,1.2,1.3,1.1,490.0
194,SKU-000194,PureSip Root Beer Mini,PureSip,Mini,Beverages,Poland,1.36,3.24,Yes,4.4,2207,Yes,28.7,0.8,4.3,1.2,0.5,0.4,245.0
195,SKU-000195,PaperCraft Eraser Organic,PaperCraft,Organic,Stationery & Office,Italy,0.51,12.43,No,5.0,4602,No,,,,,,,
196,SKU-000196,ChillFoods Frozen Chicken Nuggets Sugar Free,ChillFoods,Sugar Free,Frozen Foods,New Zealand,2.22,20.23,Yes,4.9,4213,Yes,150.1,5.3,4.3,9.8,8.5,1.3,100.0
197,SKU-000197,CrunchTime Protein Bar Reduced Sugar,CrunchTime,Reduced Sugar,Snacks & Confectionery,Thailand,0.82,9.14,Yes,4.8,4198,Yes,475.0,18.4,26.8,10.4,76.1,9.2,153.0
198,SKU-000198,MunchCo Licorice Organic,MunchCo,Organic,Snacks & Confectionery,France,0.28,0.91,Yes,3.7,2717,Yes,597.0,9.2,2.7,18.5,10.7,9.0,885.0
199,SKU-000199,RefreshCo Coffee Beans Deluxe,RefreshCo,Deluxe,Beverages,Canada,0.88,0.53,Yes,4.8,2311,Yes,41.0,3.3,2.5,0.0,6.0,1.9,714.0
200,SKU-000200,QuickFreeze Ice Cream (Strawberry) Deluxe,QuickFreeze,Deluxe,Frozen Foods,New Zealand,1.52,19.51,Yes,3.1,2233,Yes,137.6,3.4,6.1,7.9,6.3,4.8,248.0
201,SKU-000201,SeaSelect Ground Beef Premium,SeaSelect,Premium,Meat & Seafood,USA,1.79,66.33,Yes,4.6,3221,Yes,140.6,16.8,0.5,13.5,1.8,1.0,442.0
202,SKU-000202,PureTouch Sunscreen SPF30 Reduced Sugar,PureTouch,Reduced Sugar,Personal Care & Beauty,USA,0.09,24.33,No,4.0,4721,No,,,,,,,
203,SKU-000203,CrunchTime Almonds Premium,CrunchTime,Premium,Snacks & Confectionery,Netherlands,0.37,3.39,Yes,4.2,2522,Yes,425.1,4.5,60.2,28.7,36.5,7.4,425.0
204,SKU-000204,GoldenEgg Butter Original,GoldenEgg,Original,Dairy & Eggs,New Zealand,1.85,20.52,Yes,2.6,3500,Yes,392.4,13.8,0.4,1.7,64.6,4.0,769.0
205,SKU-000205,PureTouch Serum Extra Large,PureTouch,Extra Large,Personal Care & Beauty,Japan,0.59,23.55,Yes,2.7,4087,No,,,,,,,
206,SKU-000206,GlobalTable Lentils Deluxe,GlobalTable,Deluxe,Pantry & Dry Goods,Netherlands,0.77,10.89,Yes,4.9,4889,Yes,519.9,17.2,8.0,56.4,3.2,3.1,513.0
207,SKU-000207,PantryPro Tomato Paste Vegan,PantryPro,Vegan,Pantry & Dry Goods,Germany,0.39,4.61,No,3.9,2285,Yes,40.3,20.4,42.0,19.2,3.7,2.9,282.0
208,SKU-000208,NaturBeauty Deodorant Natural,NaturBeauty,Natural,Personal Care & Beauty,Poland,0.19,7.25,No,4.2,707,No,,,,,,,
209,SKU-000209,DeskMate Scissors Value Pack,DeskMate,Value Pack,Stationery & Office,Japan,0.79,22.32,Yes,4.0,2867,No,,,,,,,
210,SKU-000210,BakeryCraft Brownie Extra Large,BakeryCraft,Extra Large,Bakery & Bread,Peru,0.47,4.73,Yes,4.8,2981,Yes,309.5,9.8,3.9,17.5,20.2,9.4,1061.0
211,SKU-000211,HomeCook Kidney Beans Family Pack,HomeCook,Family Pack,Pantry & Dry Goods,USA,0.6,13.6,Yes,2.8,4121,Yes,335.6,15.5,43.2,58.8,4.7,4.6,60.0
212,SKU-000212,FrostBite Frozen Dumplings Economy,FrostBite,Economy,Frozen Foods,India,0.57,7.23,Yes,4.9,680,Yes,148.2,4.5,9.7,1.5,1.5,0.9,480.0
213,SKU-000213,BrewMasters Sparkling Water Original,BrewMasters,Original,Beverages,Peru,1.99,14.82,Yes,4.5,3490,Yes,46.6,2.8,1.9,1.3,0.8,0.1,401.0
214,SKU-000214,ClearSpring Ginger Ale Vegan,ClearSpring,Vegan,Beverages,Australia,1.16,10.4,Yes,4.6,320,Yes,44.0,3.4,10.3,1.7,2.6,2.2,20.0
215,SKU-000215,SnackHouse Popcorn Reduced Sugar,SnackHouse,Reduced Sugar,Snacks & Confectionery,Thailand,0.32,3.14,Yes,3.4,3128,Yes,396.4,14.1,14.2,41.2,0.9,0.8,1098.0
216,SKU-000216,GlobalTable Cumin Premium,GlobalTable,Premium,Pantry & Dry Goods,New Zealand,2.33,42.66,Yes,2.8,2551,Yes,317.8,6.7,64.9,46.0,1.2,0.3,310.0
217,SKU-000217,PetPerfect Cat Toy Low Fat,PetPerfect,Low Fat,Pet Supplies,Italy,1.29,28.11,Yes,4.6,4041,No,,,,,,,
218,SKU-000218,BabyBliss Baby Puree (Apple) Classic,BabyBliss,Classic,Baby & Toddler,Greece,0.74,19.9,Yes,2.8,1618,No,,,,,,,
219,SKU-000219,ClearSpring Hot Chocolate Mix Extra Large,ClearSpring,Extra Large,Beverages,South Africa,1.53,9.05,Yes,2.5,1428,Yes,55.5,2.8,7.5,1.9,0.9,0.2,33.0
220,SKU-000220,WellLife Plasters Low Fat,WellLife,Low Fat,Health & Pharmacy,India,0.79,31.6,Yes,3.4,3614,No,,,,,,,
221,SKU-000221,FreshFarm Mushroom Value Pack,FreshFarm,Value Pack,Fruits & Vegetables,Canada,3.17,16.93,Yes,3.8,3443,Yes,37.5,2.9,3.6,0.2,5.4,2.6,9.0
222,SKU-000222,NaturePick Garlic Natural,NaturePick,Natural,Fruits & Vegetables,Germany,4.05,15.92,Yes,3.8,3200,Yes,30.1,0.7,3.6,1.3,2.0,0.5,124.0
223,SKU-000223,FreshMeadow Mozzarella High Protein,FreshMeadow,High Protein,Dairy & Eggs,Spain,0.82,2.3,Yes,4.4,1372,Yes,63.9,7.8,3.4,28.5,2.7,2.3,552.0
224,SKU-000224,GoldenEgg Sour Cream Spicy,GoldenEgg,Spicy,Dairy & Eggs,Colombia,0.93,8.86,Yes,2.9,1117,Yes,398.5,14.4,4.8,4.3,74.5,1.8,167.0
225,SKU-000225,WellLife Multivitamin Sugar Free,WellLife,Sugar Free,Health & Pharmacy,Netherlands,0.64,24.36,Yes,3.9,996,No,,,,,,,
226,SKU-000226,DeskMate Binder Gluten Free,DeskMate,Gluten Free,Stationery & Office,Spain,0.82,11.55,Yes,4.3,1530,No,,,,,,,
227,SKU-000227,BrewMasters Diet Cola Value Pack,BrewMasters,Value Pack,Beverages,Greece,0.49,0.64,Yes,2.6,4412,Yes,7.9,3.5,8.2,1.9,4.2,1.1,627.0
228,SKU-000228,GlobalTable Quinoa Vegan,GlobalTable,Vegan,Pantry & Dry Goods,Netherlands,2.21,34.83,Yes,3.4,1598,Yes,411.8,5.8,13.6,3.4,51.3,9.9,1169.0
229,SKU-000229,PetPerfect Guinea Pig Food Multipack,PetPerfect,Multipack,Pet Supplies,Australia,2.68,21.61,Yes,4.2,4849,No,,,,,,,
230,SKU-000230,EssentialCare Moisturizer Extra Large,EssentialCare,Extra Large,Personal Care & Beauty,India,0.37,9.16,Yes,2.9,2000,No,,,,,,,
231,SKU-000231,SnackHouse Tortilla Chips Premium,SnackHouse,Premium,Snacks & Confectionery,Mexico,0.67,18.92,Yes,4.2,3864,Yes,458.9,19.7,47.5,18.6,14.5,6.9,1136.0
232,SKU-000232,PantryPro Soy Sauce Classic,PantryPro,Classic,Pantry & Dry Goods,France,2.02,12.81,Yes,2.6,673,Yes,15.1,20.4,12.7,88.4,3.6,0.3,783.0
233,SKU-000233,PetPerfect Pet Toothbrush Original,PetPerfect,Original,Pet Supplies,UK,0.14,30.02,No,2.5,467,No,,,,,,,
234,SKU-000234,VoltEdge 9V Battery Vegan,VoltEdge,Vegan,Electronics & Batteries,Germany,0.51,39.95,No,3.5,3421,No,,,,,,,
235,SKU-000235,CreamyFarm Cream Cheese Classic,CreamyFarm,Classic,Dairy & Eggs,Australia,0.77,4.11,Yes,3.3,2044,Yes,268.4,7.5,0.7,31.5,4.8,3.3,909.0
236,SKU-000236,EssentialCare Feminine Pads Deluxe,EssentialCare,Deluxe,Personal Care & Beauty,Japan,0.73,20.05,Yes,2.6,4306,No,,,,,,,
237,SKU-000237,FreshFarm Spinach Sugar Free,FreshFarm,Sugar Free,Fruits & Vegetables,Spain,1.55,4.03,Yes,4.7,829,Yes,22.2,3.1,4.6,0.9,0.3,0.0,461.0
238,SKU-000238,ClearSpring Black Tea Family Pack,ClearSpring,Family Pack,Beverages,New Zealand,0.45,1.47,No,2.9,2304,Yes,37.2,2.9,1.9,0.7,4.7,3.8,1047.0
239,SKU-000239,PureBaby Baby Cereal Premium,PureBaby,Premium,Baby & Toddler,Brazil,2.66,4.37,Yes,4.6,913,No,,,,,,,
240,SKU-000240,ChillFoods Frozen Corn Light,ChillFoods,Light,Frozen Foods,Peru,0.74,3.62,Yes,4.4,4869,Yes,334.9,7.8,17.9,9.5,8.8,8.5,621.0
241,SKU-000241,PaperCraft Folder Premium,PaperCraft,Premium,Stationery & Office,India,1.93,9.83,Yes,4.8,867,No,,,,,,,
242,SKU-000242,BakeryCraft Brioche Family Pack,BakeryCraft,Family Pack,Bakery & Bread,Australia,0.89,5.72,Yes,2.5,0,Yes,235.3,8.8,14.7,17.2,10.4,1.6,871.0
243,SKU-000243,FreshFarm Strawberry Classic,FreshFarm,Classic,Fruits & Vegetables,South Africa,0.71,1.79,No,3.8,676,Yes,81.7,3.1,13.6,0.6,15.6,5.0,597.0
244,SKU-000244,EcoClean Multi-Surface Cleaner Vegan,EcoClean,Vegan,Household & Cleaning,UK,2.58,8.29,Yes,4.2,3435,No,,,,,,,
245,SKU-000245,ScribblePro Fountain Pen Sugar Free,ScribblePro,Sugar Free,Stationery & Office,Greece,1.98,12.22,Yes,4.2,2902,No,,,,,,,
246,SKU-000246,PetPerfect Dry Cat Food Vegan,PetPerfect,Vegan,Pet Supplies,Netherlands,6.43,6.12,Yes,4.8,136,No,,,,,,,
247,SKU-000247,VitalCare Probiotics Reduced Sugar,VitalCare,Reduced Sugar,Health & Pharmacy,Greece,0.89,52.37,Yes,4.0,4308,No,,,,,,,
248,SKU-000248,GlobalTable Almond Butter Classic,GlobalTable,Classic,Pantry & Dry Goods,Australia,2.69,66.47,Yes,3.2,1862,Yes,125.7,12.4,45.3,72.7,3.0,2.9,146.0
249,SKU-000249,OceanFresh Oysters Natural,OceanFresh,Natural,Meat & Seafood,Spain,1.2,25.91,Yes,3.7,2425,Yes,170.6,19.9,0.2,22.5,4.3,1.1,924.0
250,SKU-000250,MunchCo Dried Apricots Classic,MunchCo,Classic,Snacks & Confectionery,Italy,0.45,1.86,Yes,3.8,658,Yes,380.9,10.1,8.4,15.0,24.2,6.7,24.0
251,SKU-000251,HomeCook Cinnamon Organic,HomeCook,Organic,Pantry & Dry Goods,Canada,0.88,11.07,Yes,4.5,1175,Yes,131.7,5.9,24.6,70.5,0.7,0.6,539.0
252,SKU-000252,OrganicGrove Lemon Mini,OrganicGrove,Mini,Fruits & Vegetables,Spain,3.4,20.35,Yes,3.7,403,Yes,87.8,3.1,9.3,0.2,7.9,6.2,178.0
253,SKU-000253,FurFriends Wet Dog Food Premium,FurFriends,Premium,Pet Supplies,Germany,8.62,26.3,Yes,4.8,3360,No,,,,,,,
254,SKU-000254,PaperCraft Sticky Notes Economy,PaperCraft,Economy,Stationery & Office,UK,0.87,13.55,Yes,2.6,4864,No,,,,,,,
255,SKU-000255,TreatStreet Pistachios Value Pack,TreatStreet,Value Pack,Snacks & Confectionery,New Zealand,0.06,1.1,Yes,4.7,1028,Yes,343.9,9.4,14.0,35.9,1.9,0.6,601.0
256,SKU-000256,HealthPlus Multivitamin Gluten Free,HealthPlus,Gluten Free,Health & Pharmacy,Peru,0.4,75.83,Yes,2.7,4204,No,,,,,,,
257,SKU-000257,PantryPro Penne Classic,PantryPro,Classic,Pantry & Dry Goods,Colombia,0.58,9.83,Yes,4.5,1771,Yes,724.6,21.1,78.6,14.7,6.3,5.3,657.0
258,SKU-000258,PowerCell Power Bank High Protein,PowerCell,High Protein,Electronics & Batteries,UK,1.47,37.56,Yes,4.6,4103,No,,,,,,,
259,SKU-000259,KitchenEssentials Baking Powder Organic,KitchenEssentials,Organic,Pantry & Dry Goods,South Africa,4.95,112.61,Yes,4.2,3706,Yes,827.4,15.9,79.3,80.2,8.1,1.3,210.0
260,SKU-000260,SunHarvest Radish Gluten Free,SunHarvest,Gluten Free,Fruits & Vegetables,USA,2.55,13.2,Yes,2.5,3000,Yes,89.3,1.3,7.6,1.0,8.3,7.9,772.0
261,SKU-000261,NutraNat Face Mask (N95) Value Pack,NutraNat,Value Pack,Health & Pharmacy,South Africa,0.51,13.21,Yes,3.9,4377,No,,,,,,,
262,SKU-000262,VerdantVale Halloumi Mini,VerdantVale,Mini,Dairy & Eggs,Mexico,1.66,26.57,No,4.6,4962,Yes,154.5,19.2,0.9,8.7,4.7,3.4,1058.0
263,SKU-000263,FreshFarm Artichoke Mini,FreshFarm,Mini,Fruits & Vegetables,Spain,1.91,5.09,No,3.8,3162,Yes,49.8,3.3,13.9,0.5,4.3,1.4,370.0
264,SKU-000264,NaturBeauty Q-Tips Reduced Sugar,NaturBeauty,Reduced Sugar,Personal Care & Beauty,South Africa,0.27,29.62,Yes,2.6,1982,No,,,,,,,
265,SKU-000265,GlobalTable Penne Multipack,GlobalTable,Multipack,Pantry & Dry Goods,Australia,0.72,13.35,Yes,4.4,2367,Yes,690.8,24.7,26.2,71.7,1.0,0.8,832.0
266,SKU-000266,FrostBite Frozen Hash Browns Light,FrostBite,Light,Frozen Foods,France,2.15,24.38,Yes,4.8,945,Yes,305.0,8.5,1.9,15.1,11.1,9.1,317.0
267,SKU-000267,WriteRight Ruler Spicy,WriteRight,Spicy,Stationery & Office,UK,1.39,11.42,Yes,3.9,4568,No,,,,,,,
268,SKU-000268,PaperCraft Folder Family Pack,PaperCraft,Family Pack,Stationery & Office,Japan,0.46,21.38,Yes,3.4,2912,No,,,,,,,
269,SKU-000269,ChargePro HDMI Cable Organic,ChargePro,Organic,Electronics & Batteries,Italy,0.85,50.31,Yes,3.9,4794,No,,,,,,,
270,SKU-000270,NaturePick Avocado Deluxe,NaturePick,Deluxe,Fruits & Vegetables,Germany,2.12,5.15,Yes,3.8,3661,Yes,66.0,2.6,9.3,1.0,6.3,6.2,342.0
271,SKU-000271,FreshHome Recycling Bags Extra Large,FreshHome,Extra Large,Household & Cleaning,Colombia,0.74,14.58,Yes,2.7,2119,No,,,,,,,
272,SKU-000272,PureBaby Baby Lotion Premium,PureBaby,Premium,Baby & Toddler,Italy,0.55,7.48,Yes,3.6,1237,No,,,,,,,
273,SKU-000273,BrewMasters Sports Drink Classic,BrewMasters,Classic,Beverages,Australia,0.74,1.56,No,4.3,4330,Yes,75.6,4.5,1.1,1.9,1.8,0.4,1193.0
274,SKU-000274,GreenLeaf Potato High Protein,GreenLeaf,High Protein,Fruits & Vegetables,Germany,2.26,6.93,Yes,3.3,524,Yes,87.4,2.2,12.9,0.4,1.1,1.0,332.0
275,SKU-000275,GentleStart Baby Cereal Classic,GentleStart,Classic,Baby & Toddler,France,0.72,30.5,Yes,4.5,4380,No,,,,,,,
276,SKU-000276,PrimeCut Lobster Tail Deluxe,PrimeCut,Deluxe,Meat & Seafood,South Africa,2.99,78.4,Yes,2.9,617,Yes,291.7,19.1,0.6,13.8,17.7,6.6,294.0
277,SKU-000277,FlowDrink Apple Juice Spicy,FlowDrink,Spicy,Beverages,Netherlands,0.79,5.74,Yes,4.4,2274,Yes,29.6,0.1,5.7,0.0,6.6,4.9,0.0
278,SKU-000278,CleanSweep Scrubbing Brush Family Pack,CleanSweep,Family Pack,Household & Cleaning,India,2.74,4.02,Yes,2.9,229,No,,,,,,,
279,SKU-000279,HealthPlus Elastic Bandage Multipack,HealthPlus,Multipack,Health & Pharmacy,UK,0.84,65.1,Yes,4.8,2366,No,,,,,,,
280,SKU-000280,SnackHouse Jelly Beans Light,SnackHouse,Light,Snacks & Confectionery,Italy,0.59,16.28,No,3.8,3566,Yes,536.0,11.4,41.5,40.0,9.0,5.6,1146.0
281,SKU-000281,RefreshCo Sparkling Water High Protein,RefreshCo,High Protein,Beverages,Brazil,1.18,3.08,Yes,4.8,306,Yes,22.3,1.5,10.1,1.0,1.4,0.7,1174.0
282,SKU-000282,QuickFreeze Frozen Lasagna Mini,QuickFreeze,Mini,Frozen Foods,Peru,0.31,4.45,Yes,2.9,3767,Yes,209.2,12.3,9.4,10.9,1.4,0.7,652.0
283,SKU-000283,GlobalTable Black Pepper Extra Large,GlobalTable,Extra Large,Pantry & Dry Goods,Netherlands,4.41,70.89,Yes,3.7,2037,Yes,58.4,11.6,1.9,30.6,1.0,0.0,1139.0
284,SKU-000284,CleanSweep Bleach Sugar Free,CleanSweep,Sugar Free,Household & Cleaning,Thailand,4.66,15.07,Yes,3.1,2723,No,,,,,,,
285,SKU-000285,PetPerfect Dog Leash Value Pack,PetPerfect,Value Pack,Pet Supplies,Japan,6.54,36.15,Yes,2.8,3036,No,,,,,,,
286,SKU-000286,PaperCraft Staples Natural,PaperCraft,Natural,Stationery & Office,Germany,0.58,5.77,Yes,4.4,2260,No,,,,,,,
287,SKU-000287,PaperCraft Paper Clips Mini,PaperCraft,Mini,Stationery & Office,UK,1.0,20.35,No,4.1,4186,No,,,,,,,
288,SKU-000288,NaturalPantry Thyme Classic,NaturalPantry,Classic,Pantry & Dry Goods,New Zealand,2.81,35.77,No,4.3,4381,Yes,651.4,3.0,72.3,4.0,142.5,4.7,510.0
289,SKU-000289,FreshFarm Plum Low Fat,FreshFarm,Low Fat,Fruits & Vegetables,France,2.67,11.4,Yes,3.0,4910,Yes,41.4,3.0,4.9,0.1,4.4,0.3,713.0
290,SKU-000290,PantryPro Lentils Mini,PantryPro,Mini,Pantry & Dry Goods,New Zealand,3.62,63.68,Yes,4.9,3581,Yes,250.1,12.2,32.6,42.1,0.9,0.4,92.0
291,SKU-000291,PharmaPlus Plasters Spicy,PharmaPlus,Spicy,Health & Pharmacy,Greece,0.98,23.22,Yes,2.5,847,No,,,,,,,
292,SKU-000292,FreshMeadow Eggs (Organic) Extra Large,FreshMeadow,Extra Large,Dairy & Eggs,Mexico,1.13,11.71,Yes,2.9,2275,Yes,62.9,20.4,3.1,3.0,4.9,1.1,548.0
293,SKU-000293,WellLife Blood Pressure Monitor Family Pack,WellLife,Family Pack,Health & Pharmacy,Australia,0.6,12.15,Yes,3.2,4248,No,,,,,,,
294,SKU-000294,MunchCo Jelly Beans Classic,MunchCo,Classic,Snacks & Confectionery,Peru,0.83,13.11,Yes,2.6,3012,Yes,327.9,7.3,45.7,19.3,4.7,3.1,1134.0
295,SKU-000295,SweetBite Dark Chocolate Sugar Free,SweetBite,Sugar Free,Snacks & Confectionery,Netherlands,0.71,19.78,Yes,3.2,3619,Yes,381.1,2.5,29.6,33.6,1.4,1.3,633.0
296,SKU-000296,HomePure Dishwasher Tablets Light,HomePure,Light,Household & Cleaning,Germany,2.95,17.58,Yes,2.9,4127,No,,,,,,,
